,is_installed,num_bikes_available,legacy_id,station_id,num_ebikes_available,num_bikes_disabled,is_returning,num_docks_disabled,last_reported,eightd_has_available_keys,is_renting,station_status,num_docks_available,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,True,10,3,3,0,0,True,0,2020-08-06 00:54:40+00:00,False,True,active,5,,,2020-08-06 01:13:50,2020
1,True,13,4,4,0,0,True,0,2020-08-06 01:06:28+00:00,False,True,active,6,,,2020-08-06 01:13:50,2020
2,True,2,5,5,0,0,True,0,2020-08-06 01:07:40+00:00,False,True,active,13,,,2020-08-06 01:13:50,2020
3,True,3,6,6,0,1,True,0,2020-08-06 01:10:56+00:00,False,True,active,11,,,2020-08-06 01:13:50,2020
4,True,6,7,7,0,0,True,0,2020-08-06 00:37:16+00:00,False,True,active,9,,,2020-08-06 01:13:50,2020
5,True,5,8,8,0,0,True,0,2020-08-06 00:57:43+00:00,False,True,active,14,,,2020-08-06 01:13:50,2020
6,True,11,9,9,0,0,True,0,2020-08-06 00:53:05+00:00,False,True,active,4,,,2020-08-06 01:13:50,2020
7,True,2,10,10,0,0,True,0,2020-08-06 00:59:37+00:00,False,True,active,9,,,2020-08-06 01:13:50,2020
8,True,0,11,11,0,0,True,0,2020-08-06 00:43:32+00:00,False,True,active,15,"{'off_dock_count': 3, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'off_dock_capacity': 50, 'region': 'BOS', 'active': True, 'valet_revision': 79, 'dock_blocked_count': 0}",[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],2020-08-06 01:13:50,2020
9,True,10,12,12,0,0,True,0,2020-08-06 01:07:27+00:00,True,True,active,8,,,2020-08-06 01:13:50,2020
10,True,1,13,13,0,0,True,0,2020-08-06 01:11:39+00:00,False,True,active,18,,,2020-08-06 01:13:50,2020
11,True,0,14,14,0,1,True,0,2020-08-06 01:11:30+00:00,False,True,active,24,,,2020-08-06 01:13:50,2020
12,True,11,15,15,0,0,True,0,2020-08-06 01:01:57+00:00,False,True,active,4,,,2020-08-06 01:13:50,2020
13,True,3,16,16,0,0,True,0,2020-08-06 00:43:38+00:00,True,True,active,16,,,2020-08-06 01:13:50,2020
14,True,7,17,17,0,0,True,0,2020-08-06 00:47:22+00:00,False,True,active,8,,,2020-08-06 01:13:50,2020
15,True,3,19,19,0,0,True,0,2020-08-06 01:08:26+00:00,False,True,active,12,,,2020-08-06 01:13:50,2020
16,True,2,20,20,0,1,True,0,2020-08-06 01:04:53+00:00,True,True,active,20,,,2020-08-06 01:13:50,2020
17,True,3,21,21,0,1,True,0,2020-08-06 01:03:24+00:00,True,True,active,14,,,2020-08-06 01:13:50,2020
18,True,6,22,22,0,2,True,0,2020-08-06 01:12:18+00:00,True,True,active,39,,,2020-08-06 01:13:50,2020
19,True,10,23,23,0,0,True,0,2020-08-06 00:23:20+00:00,True,True,active,11,,,2020-08-06 01:13:50,2020
20,True,17,24,24,0,0,True,0,2020-08-06 01:06:15+00:00,False,True,active,2,,,2020-08-06 01:13:50,2020
21,True,5,25,25,0,0,True,0,2020-08-06 00:58:27+00:00,False,True,active,10,,,2020-08-06 01:13:50,2020
22,True,8,26,26,0,1,True,0,2020-08-06 01:02:44+00:00,False,True,active,6,,,2020-08-06 01:13:50,2020
23,True,12,27,27,0,1,True,0,2020-08-06 01:10:23+00:00,False,True,active,10,,,2020-08-06 01:13:50,2020
24,True,5,29,29,0,1,True,0,2020-08-06 00:15:21+00:00,False,True,active,9,,,2020-08-06 01:13:50,2020
25,True,0,30,30,0,0,True,0,2020-08-06 00:56:47+00:00,False,True,active,15,,,2020-08-06 01:13:50,2020
26,True,3,31,31,0,0,True,0,2020-08-06 01:13:08+00:00,True,True,active,16,,,2020-08-06 01:13:50,2020
27,True,9,32,32,0,2,True,0,2020-08-06 01:06:30+00:00,False,True,active,4,,,2020-08-06 01:13:50,2020
28,True,15,33,33,0,0,True,0,2020-08-06 01:07:03+00:00,False,True,active,12,,,2020-08-06 01:13:50,2020
29,True,3,35,35,0,0,True,0,2020-08-06 00:21:46+00:00,False,True,active,20,,,2020-08-06 01:13:50,2020
30,True,23,36,36,0,0,True,0,2020-08-06 00:39:09+00:00,True,True,active,10,,,2020-08-06 01:13:50,2020
31,True,12,37,37,0,0,True,0,2020-08-05 23:21:29+00:00,True,True,active,3,,,2020-08-06 01:13:50,2020
32,True,5,39,39,0,0,True,0,2020-08-06 00:52:22+00:00,False,True,active,18,,,2020-08-06 01:13:50,2020
33,True,6,40,40,0,1,True,0,2020-08-06 01:11:23+00:00,False,True,active,12,,,2020-08-06 01:13:50,2020
34,True,12,41,41,0,0,True,0,2020-08-06 01:06:03+00:00,True,True,active,15,,,2020-08-06 01:13:50,2020
35,True,16,42,42,0,1,True,0,2020-08-06 01:09:50+00:00,False,True,active,6,,,2020-08-06 01:13:50,2020
36,True,4,43,43,0,0,True,0,2020-08-06 00:48:51+00:00,True,True,active,11,,,2020-08-06 01:13:50,2020
37,True,20,44,44,0,0,True,0,2020-08-06 01:09:44+00:00,False,True,active,3,,,2020-08-06 01:13:50,2020
38,True,12,46,46,0,1,True,0,2020-08-06 01:11:57+00:00,False,True,active,6,,,2020-08-06 01:13:50,2020
39,True,19,47,47,0,0,True,0,2020-08-06 01:07:26+00:00,True,True,active,0,,,2020-08-06 01:13:50,2020
40,True,2,48,48,0,0,True,0,2020-08-06 00:15:31+00:00,False,True,active,17,,,2020-08-06 01:13:50,2020
41,True,13,49,49,0,0,True,0,2020-08-06 01:02:40+00:00,False,True,active,5,,,2020-08-06 01:13:50,2020
42,True,10,50,50,0,1,True,0,2020-08-06 00:56:58+00:00,True,True,active,4,,,2020-08-06 01:13:50,2020
43,True,6,51,51,0,1,True,0,2020-08-06 01:02:21+00:00,False,True,active,8,,,2020-08-06 01:13:50,2020
44,True,12,52,52,0,0,True,0,2020-08-06 01:11:43+00:00,True,True,active,11,,,2020-08-06 01:13:50,2020
45,True,16,53,53,0,2,True,0,2020-08-06 01:10:32+00:00,False,True,active,1,,,2020-08-06 01:13:50,2020
46,True,8,54,54,0,0,True,0,2020-08-06 01:02:13+00:00,False,True,active,7,,,2020-08-06 01:13:50,2020
47,True,6,55,55,0,1,True,0,2020-08-06 00:42:48+00:00,False,True,active,8,,,2020-08-06 01:13:50,2020
48,True,7,56,56,0,0,True,0,2020-08-06 00:56:48+00:00,True,True,active,11,,,2020-08-06 01:13:50,2020
49,True,6,57,57,0,1,True,0,2020-08-06 01:04:27+00:00,True,True,active,7,,,2020-08-06 01:13:50,2020
50,True,19,58,58,0,0,True,0,2020-08-06 01:12:50+00:00,True,True,active,0,,,2020-08-06 01:13:50,2020
51,True,6,59,59,0,0,True,0,2020-08-06 00:24:42+00:00,True,True,active,13,,,2020-08-06 01:13:50,2020
52,True,9,60,60,0,2,True,0,2020-08-06 01:06:58+00:00,False,True,active,8,,,2020-08-06 01:13:50,2020
53,True,3,61,61,0,1,True,0,2020-08-06 01:13:36+00:00,False,True,active,15,,,2020-08-06 01:13:50,2020
54,True,5,63,63,0,0,True,0,2020-08-05 23:58:55+00:00,False,True,active,10,,,2020-08-06 01:13:50,2020
55,True,6,64,64,0,0,True,0,2020-08-06 01:01:17+00:00,False,True,active,13,,,2020-08-06 01:13:50,2020
56,True,6,65,65,0,1,True,0,2020-08-06 00:29:34+00:00,False,True,active,16,,,2020-08-06 01:13:50,2020
57,True,10,66,66,0,0,True,0,2020-08-06 01:11:44+00:00,False,True,active,5,,,2020-08-06 01:13:50,2020
58,True,2,67,67,0,0,True,0,2020-08-06 01:13:25+00:00,True,True,active,25,,,2020-08-06 01:13:50,2020
59,True,13,68,68,0,1,True,0,2020-08-06 01:11:40+00:00,True,True,active,5,,,2020-08-06 01:13:50,2020
60,True,9,69,69,0,1,True,0,2020-08-06 00:54:42+00:00,True,True,active,9,,,2020-08-06 01:13:50,2020
61,True,15,70,70,0,0,True,0,2020-08-06 01:07:19+00:00,False,True,active,8,,,2020-08-06 01:13:50,2020
62,True,21,71,71,0,0,True,0,2020-08-06 01:08:54+00:00,False,True,active,2,,,2020-08-06 01:13:50,2020
63,True,3,72,72,0,0,True,0,2020-08-06 00:23:19+00:00,False,True,active,20,,,2020-08-06 01:13:50,2020
64,True,6,73,73,0,1,True,0,2020-08-06 01:10:09+00:00,False,True,active,8,,,2020-08-06 01:13:50,2020
65,True,17,74,74,0,0,True,0,2020-08-06 01:10:53+00:00,True,True,active,2,,,2020-08-06 01:13:50,2020
66,True,7,75,75,0,0,True,0,2020-08-06 00:58:16+00:00,False,True,active,8,,,2020-08-06 01:13:50,2020
67,True,13,76,76,0,0,True,0,2020-08-06 01:06:57+00:00,False,True,active,4,,,2020-08-06 01:13:50,2020
68,True,12,77,77,0,0,True,0,2020-08-06 01:06:00+00:00,False,True,active,3,,,2020-08-06 01:13:50,2020
69,True,17,78,78,0,1,True,0,2020-08-06 00:42:09+00:00,False,True,active,1,,,2020-08-06 01:13:50,2020
70,True,8,79,79,0,0,True,0,2020-08-06 01:05:54+00:00,False,True,active,11,,,2020-08-06 01:13:50,2020
71,True,2,80,80,0,0,True,0,2020-08-06 01:11:22+00:00,False,True,active,33,,,2020-08-06 01:13:50,2020
72,True,8,81,81,0,0,True,0,2020-08-06 01:07:29+00:00,False,True,active,11,,,2020-08-06 01:13:50,2020
73,True,6,82,82,0,2,True,0,2020-08-05 23:58:09+00:00,False,True,active,7,,,2020-08-06 01:13:50,2020
74,True,7,84,84,0,0,True,0,2020-08-06 00:50:45+00:00,False,True,active,8,,,2020-08-06 01:13:50,2020
75,True,1,85,85,0,0,True,0,2020-08-06 00:01:50+00:00,False,True,active,18,,,2020-08-06 01:13:50,2020
76,True,11,86,86,0,1,True,0,2020-08-06 01:09:53+00:00,False,True,active,7,,,2020-08-06 01:13:50,2020
77,True,11,87,87,0,0,True,0,2020-08-06 01:07:14+00:00,False,True,active,4,,,2020-08-06 01:13:50,2020
78,True,11,89,89,0,0,True,0,2020-08-06 00:51:17+00:00,False,True,active,8,,,2020-08-06 01:13:50,2020
79,True,11,90,90,0,0,True,0,2020-08-06 01:08:10+00:00,False,True,active,8,,,2020-08-06 01:13:50,2020
80,True,1,91,91,0,0,True,0,2020-08-06 00:39:07+00:00,False,True,active,18,,,2020-08-06 01:13:50,2020
81,True,10,92,92,0,1,True,0,2020-08-06 00:04:06+00:00,False,True,active,8,,,2020-08-06 01:13:50,2020
82,True,6,93,93,0,1,True,0,2020-08-06 01:11:47+00:00,False,True,active,8,,,2020-08-06 01:13:50,2020
83,True,1,94,94,0,0,True,0,2020-08-06 01:04:52+00:00,False,True,active,10,,,2020-08-06 01:13:50,2020
84,True,9,95,95,0,0,True,0,2020-08-06 00:52:57+00:00,False,True,active,6,,,2020-08-06 01:13:50,2020
85,True,10,96,96,0,0,True,0,2020-08-06 01:01:12+00:00,False,True,active,9,,,2020-08-06 01:13:50,2020
86,True,15,97,97,0,1,True,0,2020-08-06 01:06:55+00:00,False,True,active,3,,,2020-08-06 01:13:50,2020
87,True,15,98,98,0,2,True,0,2020-08-06 01:06:08+00:00,False,True,active,6,,,2020-08-06 01:13:50,2020
88,True,12,99,99,0,0,True,0,2020-08-06 00:02:52+00:00,False,True,active,3,,,2020-08-06 01:13:50,2020
89,True,21,100,100,0,1,True,0,2020-08-06 00:28:55+00:00,True,True,active,3,,,2020-08-06 01:13:50,2020
90,True,15,101,101,0,0,True,0,2020-08-06 01:01:36+00:00,False,True,active,0,,,2020-08-06 01:13:50,2020
91,True,13,102,102,0,0,True,0,2020-08-06 00:38:50+00:00,False,True,active,2,,,2020-08-06 01:13:50,2020
92,True,5,103,103,0,0,True,0,2020-08-06 01:10:12+00:00,False,True,active,10,,,2020-08-06 01:13:50,2020
93,True,5,104,104,0,0,True,0,2020-08-06 00:18:02+00:00,False,True,active,14,,,2020-08-06 01:13:50,2020
94,True,18,105,105,0,1,True,0,2020-08-06 01:08:41+00:00,False,True,active,0,,,2020-08-06 01:13:50,2020
95,True,4,106,106,0,0,True,0,2020-08-06 01:12:32+00:00,False,True,active,11,,,2020-08-06 01:13:50,2020
96,True,4,107,107,0,1,True,0,2020-08-06 01:12:53+00:00,False,True,active,14,,,2020-08-06 01:13:50,2020
97,True,5,108,108,0,0,True,0,2020-08-06 01:08:35+00:00,False,True,active,12,,,2020-08-06 01:13:50,2020
98,True,10,109,109,0,0,True,0,2020-08-06 00:04:49+00:00,False,True,active,25,,,2020-08-06 01:13:50,2020
99,True,7,110,110,0,0,True,0,2020-08-06 00:00:32+00:00,False,True,active,8,,,2020-08-06 01:13:50,2020
100,True,1,111,111,0,0,True,0,2020-08-06 00:34:33+00:00,False,True,active,14,,,2020-08-06 01:13:50,2020
101,True,7,112,112,0,0,True,0,2020-08-05 23:52:28+00:00,False,True,active,8,,,2020-08-06 01:13:50,2020
102,True,13,113,113,0,2,True,0,2020-08-05 23:53:10+00:00,False,True,active,0,,,2020-08-06 01:13:50,2020
103,True,13,114,114,0,1,True,0,2020-08-06 00:26:46+00:00,False,True,active,1,,,2020-08-06 01:13:50,2020
104,True,16,115,115,0,1,True,0,2020-08-06 00:28:47+00:00,False,True,active,2,,,2020-08-06 01:13:50,2020
105,True,10,116,116,0,0,True,0,2020-08-06 01:13:36+00:00,False,True,active,13,,,2020-08-06 01:13:50,2020
106,True,12,117,117,0,1,True,0,2020-08-06 00:55:37+00:00,False,True,active,6,,,2020-08-06 01:13:50,2020
107,True,15,118,118,0,1,True,0,2020-08-06 01:11:53+00:00,False,True,active,3,,,2020-08-06 01:13:50,2020
108,True,15,119,119,0,0,True,0,2020-08-06 01:01:33+00:00,False,True,active,0,,,2020-08-06 01:13:50,2020
109,True,13,120,120,0,1,True,0,2020-08-06 00:55:16+00:00,False,True,active,1,,,2020-08-06 01:13:50,2020
110,True,13,121,121,0,1,True,0,2020-08-06 00:59:34+00:00,False,True,active,3,,,2020-08-06 01:13:50,2020
111,True,8,122,122,0,0,True,0,2020-08-06 01:05:46+00:00,False,True,active,7,,,2020-08-06 01:13:50,2020
112,True,6,124,124,0,0,True,0,2020-08-06 00:27:27+00:00,False,True,active,9,,,2020-08-06 01:13:50,2020
113,True,7,125,125,0,1,True,0,2020-08-06 00:36:32+00:00,False,True,active,7,,,2020-08-06 01:13:50,2020
114,True,2,126,126,0,0,True,0,2020-08-05 23:52:34+00:00,False,True,active,13,,,2020-08-06 01:13:50,2020
115,True,10,128,128,0,0,True,0,2020-08-06 00:15:20+00:00,False,True,active,9,,,2020-08-06 01:13:50,2020
116,True,19,129,129,0,0,True,0,2020-08-06 00:26:02+00:00,False,True,active,0,,,2020-08-06 01:13:50,2020
117,True,13,130,130,0,0,True,0,2020-08-05 22:14:20+00:00,False,True,active,2,,,2020-08-06 01:13:50,2020
118,True,17,131,131,0,1,True,0,2020-08-06 01:01:21+00:00,False,True,active,0,,,2020-08-06 01:13:50,2020
119,True,13,133,133,0,1,True,0,2020-08-06 01:01:45+00:00,False,True,active,9,,,2020-08-06 01:13:50,2020
120,True,9,135,135,0,0,True,0,2020-08-06 00:12:05+00:00,False,True,active,8,,,2020-08-06 01:13:50,2020
121,True,2,136,136,0,0,True,0,2020-08-06 00:29:33+00:00,False,True,active,17,,,2020-08-06 01:13:50,2020
122,True,3,137,137,0,0,True,0,2020-08-05 23:12:52+00:00,False,True,active,12,,,2020-08-06 01:13:50,2020
123,True,4,138,138,0,0,True,0,2020-08-06 00:35:33+00:00,False,True,active,11,,,2020-08-06 01:13:50,2020
124,True,11,139,139,0,0,True,0,2020-08-06 01:07:13+00:00,False,True,active,8,,,2020-08-06 01:13:50,2020
125,True,13,140,140,0,1,True,0,2020-08-05 23:32:48+00:00,False,True,active,3,,,2020-08-06 01:13:50,2020
126,True,5,141,141,0,0,True,0,2020-08-06 00:47:23+00:00,False,True,active,10,,,2020-08-06 01:13:50,2020
127,True,6,142,142,0,3,True,0,2020-08-06 01:13:05+00:00,False,True,active,14,,,2020-08-06 01:13:50,2020
128,True,7,143,143,0,1,True,0,2020-08-06 01:04:06+00:00,False,True,active,15,,,2020-08-06 01:13:50,2020
129,True,7,144,144,0,0,True,0,2020-08-06 00:02:45+00:00,False,True,active,12,,,2020-08-06 01:13:50,2020
130,True,7,145,145,0,0,True,0,2020-08-05 23:49:58+00:00,False,True,active,12,,,2020-08-06 01:13:50,2020
131,True,12,146,146,0,1,True,0,2020-08-06 01:08:50+00:00,False,True,active,6,,,2020-08-06 01:13:50,2020
132,True,16,149,149,0,0,True,0,2020-08-06 01:09:33+00:00,True,True,active,2,,,2020-08-06 01:13:50,2020
133,True,0,150,150,0,0,True,0,2020-08-06 00:17:49+00:00,False,True,active,19,,,2020-08-06 01:13:50,2020
134,True,7,151,151,0,0,True,0,2020-08-06 00:51:50+00:00,False,True,active,12,,,2020-08-06 01:13:50,2020
135,True,11,152,152,0,0,True,0,2020-08-06 01:01:59+00:00,True,True,active,4,,,2020-08-06 01:13:50,2020
136,True,7,156,156,0,0,True,0,2020-08-05 23:18:36+00:00,False,True,active,8,,,2020-08-06 01:13:50,2020
137,True,6,157,157,0,1,True,0,2020-08-06 01:09:49+00:00,False,True,active,8,,,2020-08-06 01:13:50,2020
138,True,6,159,159,0,3,True,0,2020-08-05 23:40:44+00:00,False,True,active,6,,,2020-08-06 01:13:50,2020
139,True,4,160,160,0,0,True,0,2020-08-06 00:34:22+00:00,True,True,active,10,,,2020-08-06 01:13:50,2020
140,True,23,161,161,0,0,True,0,2020-08-06 01:05:26+00:00,True,True,active,0,,,2020-08-06 01:13:50,2020
141,True,8,162,162,0,0,True,0,2020-08-06 00:34:33+00:00,False,True,active,7,,,2020-08-06 01:13:50,2020
142,True,5,163,163,0,0,True,0,2020-08-06 00:16:34+00:00,True,True,active,14,,,2020-08-06 01:13:50,2020
143,True,7,167,167,0,1,True,0,2020-08-06 00:49:26+00:00,False,True,active,7,,,2020-08-06 01:13:50,2020
144,True,12,169,169,0,1,True,0,2020-08-06 00:43:28+00:00,False,True,active,6,,,2020-08-06 01:13:50,2020
145,True,0,170,170,0,0,True,0,2020-08-05 18:31:26+00:00,True,True,active,14,,,2020-08-06 01:13:50,2020
146,True,8,171,171,0,0,True,0,2020-08-05 22:21:58+00:00,True,True,active,15,,,2020-08-06 01:13:50,2020
147,True,6,173,173,0,0,True,0,2020-08-05 23:58:17+00:00,True,True,active,8,,,2020-08-06 01:13:50,2020
148,True,4,174,174,0,2,True,0,2020-08-06 01:05:53+00:00,False,True,active,9,,,2020-08-06 01:13:50,2020
149,True,4,175,175,0,0,True,0,2020-08-06 01:11:34+00:00,True,True,active,13,,,2020-08-06 01:13:50,2020
150,True,11,176,176,0,0,True,0,2020-08-05 23:55:07+00:00,False,True,active,4,,,2020-08-06 01:13:50,2020
151,True,8,177,177,0,0,True,0,2020-08-06 01:05:05+00:00,False,True,active,11,,,2020-08-06 01:13:50,2020
152,True,4,178,178,0,0,True,0,2020-08-06 01:07:08+00:00,False,True,active,15,,,2020-08-06 01:13:50,2020
153,True,10,179,179,0,0,True,0,2020-08-06 01:05:03+00:00,False,True,active,15,,,2020-08-06 01:13:50,2020
154,True,11,180,180,0,0,True,0,2020-08-06 00:44:11+00:00,False,True,active,8,,,2020-08-06 01:13:50,2020
155,True,17,181,181,0,0,True,0,2020-08-06 00:54:12+00:00,False,True,active,2,,,2020-08-06 01:13:50,2020
156,True,4,182,182,0,0,True,0,2020-08-06 00:45:33+00:00,True,True,active,15,,,2020-08-06 01:13:50,2020
157,True,7,183,183,0,0,True,0,2020-08-06 00:08:29+00:00,False,True,active,12,,,2020-08-06 01:13:50,2020
158,True,6,184,184,0,0,True,0,2020-08-06 00:55:24+00:00,False,True,active,13,,,2020-08-06 01:13:50,2020
159,True,3,185,185,0,0,True,0,2020-08-06 00:23:55+00:00,False,True,active,12,,,2020-08-06 01:13:50,2020
160,True,3,186,186,0,0,True,0,2020-08-06 01:06:22+00:00,True,True,active,12,,,2020-08-06 01:13:50,2020
161,True,14,187,187,0,0,True,0,2020-08-06 00:57:22+00:00,False,True,active,1,,,2020-08-06 01:13:50,2020
162,True,10,188,188,0,0,True,0,2020-08-06 00:37:23+00:00,False,True,active,5,,,2020-08-06 01:13:50,2020
163,True,3,189,189,0,1,True,0,2020-08-06 00:48:56+00:00,True,True,active,19,,,2020-08-06 01:13:50,2020
164,True,7,190,190,0,1,True,0,2020-08-06 01:05:05+00:00,True,True,active,29,,,2020-08-06 01:13:50,2020
165,True,2,191,191,0,0,True,0,2020-08-06 01:05:34+00:00,False,True,active,13,,,2020-08-06 01:13:50,2020
166,True,1,192,192,0,0,True,0,2020-08-06 01:05:06+00:00,False,True,active,18,,,2020-08-06 01:13:50,2020
167,True,2,193,193,0,1,True,0,2020-08-06 01:07:06+00:00,True,True,active,12,,,2020-08-06 01:13:50,2020
168,True,3,194,194,0,0,True,0,2020-08-05 23:32:25+00:00,False,True,active,16,,,2020-08-06 01:13:50,2020
169,True,10,195,195,0,1,True,0,2020-08-06 01:08:34+00:00,False,True,active,12,,,2020-08-06 01:13:50,2020
